paper_id,stage,metadata_title,metadata_title_confidence,metadata_doi,metadata_doi_confidence,metadata_journal,metadata_journal_confidence,metadata_year,metadata_year_confidence,metadata_authors,metadata_document_type,metadata_document_type_confidence,metadata_route_type,metadata_exclusion_reason,metadata_exclusion_reason_confidence,catalyst_id,catalyst_name,active_metal,support,promoter,preparation_method,reduction_temp,reduction_time,reduction_atmosphere,condition_id,catalyst_ref,temperature,pressure,space_velocity,h2_co_ratio,reactor,time_on_stream,performance_id,metric,species_or_range,value,unit,confidence,target_stage,target_field,page,table_or_figure,caption,evidence_text
1f96fac68f9b5390,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Z-5,,,,,,,1f96fac68f9b5390:perf004,CO conversion,CO,,,0.0,,,,,,
1f96fac68f9b5390,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,cobalt content,3,Table 1,Molar Si/Al ratio of all catalytic supports and the cobalt contents of their ion-exchanged forms.,one may assume cobalt content values presented in this table as those of final catalysts
1f96fac68f9b5390,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,metadata|catalyst|reaction_conditions|performance,cobalt content,4,Table 2,Textural properties of faujasitic supports and relevant Co-containing catalysts determined by nitrogen adsorption.,the encapsulation of cobalt particles inside of its pores is more probable and consequently the pattern of cobalt oxides deposition into it is remarkably homogenous
f7f9787790e42676,metadata,Novel Utilization of Zeolited Fly Ash Hosting Cobalt Nanoparticles as a Catalyst Applied to the Fischer–Tropsch Synthesis,1.0,10.1007/s10562-008-9671-6,1.0,Catalysis Letters,0.9,2008,1.0,"[{'value': 'F. Fotovat, M. Kazemeini, H. Kazemian', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.9,"[{'value': 'Fischer–Tropsch synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7f9787790e42676,catalyst,,,,,,,,,,,,,,,f7f9787790e42676:cat001,Co/Z-2,Co,FAU zeolite,,ion-exchange,673,5 h,H2,,,,,,,,,,,,,,,,,,,,
f7f9787790e42676,catalyst,,,,,,,,,,,,,,,f7f9787790e42676:cat002,Co/Z-4,Co,FAU zeolite,,ion-exchange,673,5 h,H2,,,,,,,,,,,,,,,,,,,,
f7f9787790e42676,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,f7f9787790e42676:cond001,Co/Z-1,523 K,20 bar,15 L syngas/(gcat h),2,fixed-bed stainless-steel microreactor,20 h,,,,,,,,,,,,
f7f9787790e42676,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Z-1,,,,,,,f7f9787790e42676:perf001,CO conversion,CO,,,0.0,,,,,,
f7f9787790e42676,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Z-2,,,,,,,f7f9787790e42676:perf002,selectivity,CH4,,,0.0,,,,,,
f7f9787790e42676,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Z-2,,,,,,,f7f9787790e42676:perf003,C5+ selectivity,C5+,,,0.0,,,,,,
f7f9787790e42676,performance,,,,,,,,,,,,,,,,,,,,,,,,,Co/Z-5,,,,,,,f7f9787790e42676:perf004,CO conversion,CO,,,0.0,,,,,,
f7f9787790e42676,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,cobalt content,3,Table 1,Molar Si/Al ratio of all catalytic supports and the cobalt contents of their ion-exchanged forms.,one may assume cobalt content values presented in this table as those of final catalysts
f7f9787790e42676,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,metadata|catalyst|reaction_conditions|performance,cobalt content,4,Table 2,Textural properties of faujasitic supports and relevant Co-containing catalysts determined by nitrogen adsorption.,the encapsulation of cobalt particles inside of its pores is more probable and consequently the pattern of cobalt oxides deposition into it is remarkably homogenous
9605c12730772b99,metadata,Negative Effects of CO 2 in the Feed Stream on the Catalytic Performance of Precipitated Iron-Based Catalysts for Fischer–Tropsch Synthesis,1.0,10.1007/s10562-012-0789-1,1.0,Catalysis Letters,0.8,2012,1.0,"[{'value': 'Dong Hyun Chun, Ho-Tae Lee, Jung-Il Yang, Hak-Joo Kim, Jung Hoon Yang, Ji Chan Park, Byeong-Kwon Kim, Heon Jung', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.8,"[{'value': 'Indirect coal liquefaction', 'provenance': {'context_blocks': [1]}, 'confidence': 0.9}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605c12730772b99,catalyst,,,,,,,,,,,,,,,9605c12730772b99:cat001,Fe/Cu/K/SiO2,"Fe, Cu",SiO2,K,co-precipitation and spray-drying,280,,H2/CO,,,,,,,,,,,,,,,,,,,,
9605c12730772b99,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:cond001,Fe/Cu/K/SiO2,280-300,1.5,3.0 NL/g (cat)/h,1.0,fixed-bed reactor,90-204,,,,,,,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf001,CO conversion,CO,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf002,H2 conversion,H2,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf003,CO2 selectivity,CO2,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf004,selectivity,C5+,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf005,selectivity,C8-C16,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf006,liquid hydrocarbon,liquid hydrocarbon,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf007,jet-fuel-range hydrocarbons,jet-fuel-range hydrocarbons,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf008,productivity,gHC gcat^-1 h^-1,,,0.0,,,,,,
9605c12730772b99,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605c12730772b99:perf009,deactivation/time-on-stream performance,,,,0.0,,,,,,
9605c12730772b99,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,performance,CO conversion,3,Figure 1,The overall CO conversion and the overall H 2 conversion during 90–204 h of reaction as a function of inlet CO 2 content,The CO conversion gradually decreased with increased time and then reached a pseudo-steady-state after about 90 h of reaction.
9605c12730772b99,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,performance,H2 conversion,3,Figure 1,The overall CO conversion and the overall H 2 conversion during 90–204 h of reaction as a function of inlet CO 2 content,The H 2 conversion showed no considerable difference with increased inlet CO 2 content.
9605c12730772b99,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,performance,CO2 selectivity,4,Figure 2a,The overall CO 2 selectivity and the overall oxygen to H 2O selectivity during 90–204 h of reaction in the Fischer–Tropsch synthesis as a function of inlet CO 2 content,The net rate of CO 2 formation monotonously decreased with increased inlet CO2 content.
9605c12730772b99,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,performance,hydrocarbon distribution,5,Figure 3,The hydrocarbon distribution during 90–204 h of reaction in the Fischer–Tropsch synthesis as a function of inlet CO2 content,The selectivity of parafﬁnic hydrocarbons in gaseous phase (C 1–C4) showed a decreasing trend as the inlet CO 2 content increased.
f4235eae760005a5,metadata,Negative Effects of CO 2 in the Feed Stream on the Catalytic Performance of Precipitated Iron-Based Catalysts for Fischer–Tropsch Synthesis,1.0,10.1007/s10562-012-0789-1,1.0,Catalysis Letters,0.75,2012,1.0,"[{'value': 'Dong Hyun Chun, Ho-Tae Lee, Jung-Il Yang, Hak-Joo Kim, Jung Hoon Yang, Ji Chan Park, Byeong-Kwon Kim, Heon Jung', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.75,"[{'value': 'Indirect coal liquefaction', 'provenance': {'context_blocks': [1]}, 'confidence': 0.75}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4235eae760005a5,catalyst,,,,,,,,,,,,,,,f4235eae760005a5:cat001,Fe/Cu/K/SiO2,"Fe, Cu",SiO2,K,co-precipitation and spray-drying,280,,H2/CO,,,,,,,,,,,,,,,,,,,,
f4235eae760005a5,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:cond001,Fe/Cu/K/SiO2,280,1.5,3.0,1.0,fixed-bed reactor,90-204,,,,,,,,,,,,
f4235eae760005a5,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:perf001,CO conversion,CO,,,0.0,,,,,,
f4235eae760005a5,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:perf002,CO2 selectivity,CO2,,,0.0,,,,,,
f4235eae760005a5,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:perf003,selectivity,C5+,,,0.0,,,,,,
f4235eae760005a5,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:perf004,selectivity,CH4,,,0.0,,,,,,
f4235eae760005a5,performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4235eae760005a5:perf005,selectivity,C2-C4 (1-Olefin),,,0.0,,,,,,
f4235eae760005a5,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,,3,Figure 1,The overall CO conversion and the overall H 2 conversion during 90–204 h of reaction as a function of inlet CO 2 content,The CO conversion gradually decreased with increased time and then reached a pseudo-steady-state after about 90 h of reaction.
f4235eae760005a5,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,metadata|catalyst|reaction_conditions|performance,,4,Figure 2b,"The equilibrium parameter for the WGS reaction ( gi), the net rate of CO 2 formation (r(net)), forward rate of WGS ( r(f)), and the reverse rate of WGS ( r(b)) during 90–204 h of reaction in the Fisch...",The net rate of CO 2 formation monotonously decreased with increased inlet CO2 content.
f4235eae760005a5,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,metadata|catalyst|reaction_conditions|performance,,5,Figure 3b,The ASF distribution of the liquid products showed almost the same a values ( a1 and a2) under all reaction conditions.,The ASF distribution is expressed by the following equation (Eq. 6) where Wn is the weight fraction of hydrocarbons with carbon number n.
f4235eae760005a5,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,metadata|catalyst|reaction_conditions|performance,,6,Figure 4,The TPD proﬁles of different adsorption species with and without using a CO 2 removal trap.,The amount of CO and CO 2 desorption in the CO 2/CO-TPD and that in the CO/CO2-TPD was smaller than the summation of that in the CO-TPD and CO2-TPD.
eb10ce21adedbbda,metadata,Fischer–Tropsch Synthesis: Effect of Potassium on Activity and Selectivity for Oxide and Carbide Fe Catalysts,1.0,10.1007/s10562-013-1110-7,1.0,Catalysis Letters,0.75,2013,1.0,"[{'value': 'Muthu Kumaran Gnanamani, Hussein H. Hamdeh, Wilson D. Shafer, Dennis E. Sparks, Burtron H. Davis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.75,"[{'value': 'Fischer–Tropsch synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb10ce21adedbbda,catalyst,,,,,,,,,,,,,,,eb10ce21adedbbda:cat001,100Fe:4.6Si:2.0Cu:1.4 K (low a-Fe),Fe,SiO2,K,continuous precipitation,,,,,,,,,,,,,,,,,,,,,,,
eb10ce21adedbbda,catalyst,,,,,,,,,,,,,,,eb10ce21adedbbda:cat002,100Fe:4.6Si:2.0Cu:5.0 K (high a-Fe),Fe,SiO2,K,continuous precipitation,,,,,,,,,,,,,,,,,,,,,,,
eb10ce21adedbbda,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,eb10ce21adedbbda:cond001,Fe 3O4,543 K,1.3 MPa,,,CSTR,,,,,,,,,,,,,
eb10ce21adedbbda,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,eb10ce21adedbbda:cond002,low a-Fe,543 K,1.3 MPa,,,CSTR,,,,,,,,,,,,,
eb10ce21adedbbda,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,eb10ce21adedbbda:cond003,high a-Fe,543 K,1.3 MPa,,,CSTR,,,,,,,,,,,,,
eb10ce21adedbbda,performance,,,,,,,,,,,,,,,,,,,,,,,,,Fe3O4,,,,,,,eb10ce21adedbbda:perf001,conversion,CO conversion,,,0.0,,,,,,
eb10ce21adedbbda,performance,,,,,,,,,,,,,,,,,,,,,,,,,low a-Fe,,,,,,,eb10ce21adedbbda:perf002,conversion,CO conversion,,,0.0,,,,,,
eb10ce21adedbbda,performance,,,,,,,,,,,,,,,,,,,,,,,,,high a-Fe,,,,,,,eb10ce21adedbbda:perf003,selectivity,C2–C4,55,%,1.0,,,,,,
eb10ce21adedbbda,performance,,,,,,,,,,,,,,,,,,,,,,,,,low a-Fe,,,,,,,eb10ce21adedbbda:perf004,selectivity,C5+,,,0.0,,,,,,
eb10ce21adedbbda,performance,,,,,,,,,,,,,,,,,,,,,,,,,high a-Fe,,,,,,,eb10ce21adedbbda:perf005,selectivity,C5+,,,0.0,,,,,,
eb10ce21adedbbda,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,,3,Fig. 2,"Mo¨ssbauer spectra of Fe3O4 (left), low a-Fe (middle) and high a-Fe (right) catalyst samples collected at 20 K after different pretreatment conditions (H2/H2O and CO) and during FTS at 543 K, and 1.3 ...","The products were separated into different fractions (rewax, wax, oil and aqueous) and analyzed separately using a HP 5890 GC."
eb10ce21adedbbda,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,metadata|catalyst|reaction_conditions|performance,,4,Table 1,Summary of phase identification of iron using Mo¨ssbauer analysis of fresh and spent unpromoted Fe catalysts.,The % CO conversion of the Fe3O4 catalyst is high initially after CO activation but it deactivated rapidly with TOS.
eb10ce21adedbbda,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,metadata|catalyst|reaction_conditions|performance,,5,Table 3,Summary of phase identification of iron using Mo¨ssbauer analysis of fresh and spent high a-Fe catalysts.,The high a-Fe catalyst contains 20 % of the Fe as e’-Fe2.2C after the CO activation.
eb10ce21adedbbda,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,metadata|catalyst|reaction_conditions|performance,,6,Fig. 4,"Reaction time dependence of selectivity over unpromoted and Cu, K-promoted Fe catalysts after different pretreatment conditions.","The activity of the high a-Fe catalyst starts low following the activation in CO; however, the CO conversion increases with time."
75941da2051d3dce,metadata,Fischer–Tropsch Synthesis: Effect of Potassium on Activity and Selectivity for Oxide and Carbide Fe Catalysts,1.0,10.1007/s10562-013-1110-7,1.0,Catalysis Letters,0.9,2013,1.0,"[{'value': 'Muthu Kumaran Gnanamani', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Hussein H. Hamdeh', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Wilson D. Shafer', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Dennis E. Sparks', 'provenance': {'context_blocks': [1]}, 'confidence': 1}, {'value': 'Burtron H. Davis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.9,"[{'value': 'Fischer–Tropsch synthesis', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75941da2051d3dce,catalyst,,,,,,,,,,,,,,,75941da2051d3dce:cat001,100Fe:4.6Si:2.0Cu:1.4 K (low a-Fe),Fe,SiO2,"K, Cu",continuous precipitation,,,,,,,,,,,,,,,,,,,,,,,
75941da2051d3dce,catalyst,,,,,,,,,,,,,,,75941da2051d3dce:cat002,100Fe:4.6Si:2.0Cu:5.0 K (high a-Fe),Fe,SiO2,"K, Cu",continuous precipitation,,,,,,,,,,,,,,,,,,,,,,,
75941da2051d3dce,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,75941da2051d3dce:cond001,Fe3O4,543 K,1.3 MPa,,,CSTR,TOS (h),,,,,,,,,,,,
75941da2051d3dce,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,75941da2051d3dce:cond002,low a-Fe,543 K,1.3 MPa,,,CSTR,TOS (h),,,,,,,,,,,,
75941da2051d3dce,reaction_conditions,,,,,,,,,,,,,,,,,,,,,,,,75941da2051d3dce:cond003,high a-Fe,543 K,1.3 MPa,,,CSTR,TOS (h),,,,,,,,,,,,
75941da2051d3dce,performance,,,,,,,,,,,,,,,,,,,,,,,,,Fe3O4,,,,,,,75941da2051d3dce:perf001,CO conversion,CO,,,0.0,,,,,,
75941da2051d3dce,performance,,,,,,,,,,,,,,,,,,,,,,,,,low a-Fe,,,,,,,75941da2051d3dce:perf002,FT and WGS activity,CO,tenfold increase,,0.0,,,,,,
75941da2051d3dce,performance,,,,,,,,,,,,,,,,,,,,,,,,,high a-Fe,,,,,,,75941da2051d3dce:perf003,FT/(FT + WGS),,0.40,,0.0,,,,,,
75941da2051d3dce,performance,,,,,,,,,,,,,,,,,,,,,,,,,Fe3O4,,,,,,,75941da2051d3dce:perf004,selectivity,C2–C4,55,%,1.0,,,,,,
75941da2051d3dce,performance,,,,,,,,,,,,,,,,,,,,,,,,,low a-Fe,,,,,,,75941da2051d3dce:perf005,selectivity,C5+,,,0.0,,,,,,
75941da2051d3dce,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,metadata|catalyst|reaction_conditions|performance,CO conversion,4,Table 4,"Activity and selectivity of unpromoted and Cu, K-promoted Fe catalysts under different pretreatment conditions",The % CO conversion of the Fe3O4 catalyst is high initially after CO activation but it deactivated rapidly with TOS.
75941da2051d3dce,provenance_confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,metadata|catalyst|reaction_conditions|performance,CO conversion,5,Table 3,Summary of phase identification of iron using Mo¨ssbauer analysis of fresh and spent high a-Fe catalysts,The high a-Fe catalyst contains 20 % of the Fe as e’-Fe2.2C.
f1d7d60018cb7973,metadata,Effects of Sulphur on a Co/Mn-based Catalyst for Fischer–Tropsch Reactions,1.0,10.1007/s10562-018-2533-y,1.0,Catalysis Letters,1.0,2018,1.0,"[{'value': 'Bjørn Christian Enger, John Walmsley, Ingeborg‑Helene Svenum, Julian Richard Tolchard, Jia Yang, Rune Myrstad, Torbjørn Gjervan, Asad Ahmad Khan, Abdulkarim Mutairi‑Al, Khalid Karim', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",Research Article,0.8,"[{'value': 'Fischer–Tropsch', 'provenance': {'context_blocks': [1]}, 'confidence': 1}]",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
