doi,paper_id,doi_source,doi_conflict,first_page_doi,prior_doi,title_best,prior_title,filename_title_guess,journal_best,year_best,authors_best,source_set,prior_publisher_group,prior_access_classification,prior_document_type,file_name,relative_path,page_count,file_size_mb,metadata_prior_match_score
10.1021/jp3106698,07e7786c515b0c33,first_page_doi,FALSE,10.1021/jp3106698,10.1021/jp3106698,Preparation Method of Co3O4 Nanoparticles Using Ordered Mesoporous Carbons as a Template and Their Application for Fischer-Tropsch Synthesis,Preparation Method of Co3O4 Nanoparticles Using Ordered Mesoporous Carbons as a Template and Their Application for Fischer-Tropsch Synthesis,Preparation Method of Co3O4 Nanoparticles Using Ordered Mesoporous Carbons as a Template and Their Application,JOURNAL OF PHYSICAL CHEMISTRY C,2013,"Kwak, Geunjae; Hwang, Jongkook; Cheon, Joo-Young; Woo, Min Hee; Jun, Ki-Won; Lee, Jinwoo; Ha, Kyoung-Su",non_OA,ACS,PERMISSION_REQUIRED,Article,Kwak_2013_Preparation_Method_of_Co3O4_Nanoparticles_Using_Ordered_Mesoporous_Carbons_as_a_Template_and_Their_Application_e931a5ff0d.pdf,non_OA/non-OA/Kwak_2013_Preparation_Method_of_Co3O4_Nanoparticles_Using_Ordered_Mesoporous_Carbons_as_a_Template_and_Their_Application_e931a5ff0d.pdf,7,3.486,0.928
10.1021/cs4000359,31d93127e2843738,first_page_doi,FALSE,10.1021/cs4000359,10.1021/cs4000359,Preparation of Fischer-Tropsch Supported Cobalt Catalysts Using a New Gas Anti-Solvent Process,Preparation of Fischer-Tropsch Supported Cobalt Catalysts Using a New Gas Anti-Solvent Process,Preparation of Fischer Tropsch Supported Cobalt Catalysts Using a New Gas Anti Solvent Process,ACS CATALYSIS,2013,"Marin, Raimon P.; Kondrat, Simon A.; Gallagher, James R.; Enache, Dan I.; Smith, Paul; Boldrin, Paul; Davies, Thomas E.; Bartley, Jonathan K.; Combes, Garry B.; Williams, Peter B.; Taylor, Stuart H.; Claridge, John B.; Rosseinsky, Matthew J.; Hutchings, Graham J.",non_OA,ACS,PERMISSION_REQUIRED,Article,Marin_2013_Preparation_of_Fischer_Tropsch_Supported_Cobalt_Catalysts_Using_a_New_Gas_Anti_Solvent_Process_52c480c823.pdf,non_OA/non-OA/Marin_2013_Preparation_of_Fischer_Tropsch_Supported_Cobalt_Catalysts_Using_a_New_Gas_Anti_Solvent_Process_52c480c823.pdf,9,0.788,1
10.1002/cite.201200179,54921f3a66a690b6,first_page_doi,FALSE,10.1002/cite.201200179,10.1002/cite.201200179,Production of Liquid Hydrocarbons with CO2 as Carbon Source based on Reverse Water-Gas Shift and Fischer-Tropsch Synthesis,Production of Liquid Hydrocarbons with CO2 as Carbon Source based on Reverse Water-Gas Shift and Fischer-Tropsch Synthesis,Production of Liquid Hydrocarbons with CO2 as Carbon Source based on Reverse Water Gas Shift and Fischer Trops,CHEMIE INGENIEUR TECHNIK,2013,"Kaiser, Philipp; Unde, Rajabhau Bajirao; Kern, Christoph; Jess, Andreas",non_OA,Wiley,PERMISSION_REQUIRED,Article,Kaiser_2013_Production_of_Liquid_Hydrocarbons_with_CO2_as_Carbon_Source_based_on_Reverse_Water_Gas_Shift_and_Fischer_Trops_f0d156fb81.pdf,non_OA/non-OA/Kaiser_2013_Production_of_Liquid_Hydrocarbons_with_CO2_as_Carbon_Source_based_on_Reverse_Water_Gas_Shift_and_Fischer_Trops_f0d156fb81.pdf,11,0.522,0.95
10.1002/er.1878,755e816604ca3345,first_page_doi,FALSE,10.1002/er.1878,10.1002/er.1878,Simultaneous production of ultrapure hydrogen and gasoline in a novel thermally coupled double-membrane reactor,Simultaneous production of ultrapure hydrogen and gasoline in a novel thermally coupled double-membrane reactor,Simultaneous production of ultrapure hydrogen and gasoline in a novel thermally coupled double membrane reacto,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,2013,"Bayat, M.; Rahimpour, M. R.",non_OA,Wiley,PERMISSION_REQUIRED,Article,Bayat_2013_Simultaneous_production_of_ultrapure_hydrogen_and_gasoline_in_a_novel_thermally_coupled_double_membrane_reacto_7b16f6a1a2.pdf,non_OA/non-OA/Bayat_2013_Simultaneous_production_of_ultrapure_hydrogen_and_gasoline_in_a_novel_thermally_coupled_double_membrane_reacto_7b16f6a1a2.pdf,14,0.986,0.995
10.1039/c3nr02877a,893cc255cbac104f,first_page_doi,FALSE,10.1039/c3nr02877a,10.1039/c3nr02877a,Size dependent reduction-oxidation-reduction behaviour of cobalt oxide nanocrystals,Size dependent reduction-oxidation-reduction behaviour of cobalt oxide nanocrystals,Size dependent reduction oxidation reduction behaviour of cobalt oxide nanocrystals,NANOSCALE,2013,"Sadasivan, Sajanikumari; Bellabarba, Ronan M.; Tooze, Robert P.",non_OA,RSC,PERMISSION_REQUIRED,Article,Sadasivan_2013_Size_dependent_reduction_oxidation_reduction_behaviour_of_cobalt_oxide_nanocrystals_dddd5ffac5.pdf,non_OA/non-OA/Sadasivan_2013_Size_dependent_reduction_oxidation_reduction_behaviour_of_cobalt_oxide_nanocrystals_dddd5ffac5.pdf,8,2.033,1
10.1002/cctc.201300471,0342cd758a3337c9,first_page_doi,FALSE,10.1002/cctc.201300471,10.1002/cctc.201300471,Studies of Cobalt Particle Size Effects on Fischer-Tropsch Synthesis over Core-Shell-Structured Catalysts,Studies of Cobalt Particle Size Effects on Fischer-Tropsch Synthesis over Core-Shell-Structured Catalysts,Studies of Cobalt Particle Size Effects on Fischer Tropsch Synthesis over Core Shell Structured Catalysts,CHEMCATCHEM,2013,"Zeng, Bo; Hou, Bo; Jia, Litao; Wang, Jungang; Chen, Congbiao; Sun, Yuhan; Li, Debao",non_OA,Wiley,PERMISSION_REQUIRED,Article,Zeng_2013_Studies_of_Cobalt_Particle_Size_Effects_on_Fischer_Tropsch_Synthesis_over_Core_Shell_Structured_Catalysts_49a89285ab.pdf,non_OA/non-OA/Zeng_2013_Studies_of_Cobalt_Particle_Size_Effects_on_Fischer_Tropsch_Synthesis_over_Core_Shell_Structured_Catalysts_49a89285ab.pdf,8,0.672,1
10.1007/s11144-013-0570-5,d0811a07d33eae8d,first_page_doi,FALSE,10.1007/s11144-013-0570-5,10.1007/s11144-013-0570-5,Study on bimodal mesoporous Co/SiO2 catalysts for the Fischer-Tropsch synthesis,Study on bimodal mesoporous Co/SiO2 catalysts for the Fischer-Tropsch synthesis,Study on bimodal mesoporous Co SiO2 catalysts for the Fischer Tropsch synthesis,REACTION KINETICS MECHANISMS AND CATALYSIS,2013,"Guo, Cuili; Wu, Yuanyuan; Zhan, Jishan",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,Guo_2013_Study_on_bimodal_mesoporous_Co_SiO2_catalysts_for_the_Fischer_Tropsch_synthesis_d64c6544c9.pdf,non_OA/non-OA/Guo_2013_Study_on_bimodal_mesoporous_Co_SiO2_catalysts_for_the_Fischer_Tropsch_synthesis_d64c6544c9.pdf,12,0.313,1
10.1021/ie3008677,3c4c261b43b3c74c,first_page_doi,FALSE,10.1021/ie3008677,10.1021/ie3008677,Supercritical Adiabatic Reactor for Fischer-Tropsch Synthesis,Supercritical Adiabatic Reactor for Fischer-Tropsch Synthesis,Supercritical Adiabatic Reactor for Fischer Tropsch Synthesis,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2013,"Durham, Ed; Xu, Rui; Zhang, Sihe; Eden, Mario R.; Roberts, Christopher B.",non_OA,ACS,PERMISSION_REQUIRED,Article,Durham_2013_Supercritical_Adiabatic_Reactor_for_Fischer_Tropsch_Synthesis_75bea97545.pdf,non_OA/non-OA/Durham_2013_Supercritical_Adiabatic_Reactor_for_Fischer_Tropsch_Synthesis_75bea97545.pdf,4,0.192,1
10.1007/s12039-013-0404-z,3c2aea6cb16fc3c8,xlsx_prior_doi,FALSE,,10.1007/s12039-013-0404-z,TPR and TPD studies of effects of Cu and Ca promotion on Fe-Zn-based Fischer-Tropsch catalysts,TPR and TPD studies of effects of Cu and Ca promotion on Fe-Zn-based Fischer-Tropsch catalysts,TPR and TPD studies of effects of Cu and Ca promotion on Fe Zn based Fischer Tropsch catalysts,JOURNAL OF CHEMICAL SCIENCES,2013,"James, Olusola O.; Chowdhury, Biswajit; Maity, Sudip",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,James_2013_TPR_and_TPD_studies_of_effects_of_Cu_and_Ca_promotion_on_Fe_Zn_based_Fischer_Tropsch_catalysts_63251c08c5.pdf,non_OA/non-OA/James_2013_TPR_and_TPD_studies_of_effects_of_Cu_and_Ca_promotion_on_Fe_Zn_based_Fischer_Tropsch_catalysts_63251c08c5.pdf,8,0.481,1
10.1007/s10562-013-1096-1,c84f34c98abf5948,first_page_doi,FALSE,10.1007/s10562-013-1096-1,10.1007/s10562-013-1096-1,The Role of Catalysis in Replacing Oil by Renewable Methanol Using Carbon dioxide Capture and Recycling (CCR),The Role of Catalysis in Replacing Oil by Renewable Methanol Using Carbon dioxide Capture and Recycling (CCR),The Role of Catalysis in Replacing Oil by Renewable Methanol Using Carbon dioxide Capture and Recycling CCR,CATALYSIS LETTERS,2013,"Olah, George A.",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,Olah_2013_The_Role_of_Catalysis_in_Replacing_Oil_by_Renewable_Methanol_Using_Carbon_dioxide_Capture_and_Recycling_CCR_9250bfaf96.pdf,non_OA/non-OA/Olah_2013_The_Role_of_Catalysis_in_Replacing_Oil_by_Renewable_Methanol_Using_Carbon_dioxide_Capture_and_Recycling_CCR_9250bfaf96.pdf,5,0.268,1
10.1021/cs300729p,7ed6741d6ab14bb3,first_page_doi,FALSE,10.1021/cs300729p,10.1021/cs300729p,Titania-Decorated Silicon Carbide-Containing Cobalt Catalyst for Fischer-Tropsch Synthesis,Titania-Decorated Silicon Carbide-Containing Cobalt Catalyst for Fischer-Tropsch Synthesis,Titania Decorated Silicon Carbide Containing Cobalt Catalyst for Fischer Tropsch Synthesis,ACS CATALYSIS,2013,"Liu, Yuefeng; de Tymowski, Benoit; Vigneron, Fabrice; Florea, Ileana; Ersen, Ovidiu; Meny, Christian; Nguyen, Patrick; Pham, Charlotte; Luck, Francis; Cuong Pham-Huu",non_OA,ACS,PERMISSION_REQUIRED,Article,Liu_2013_Titania_Decorated_Silicon_Carbide_Containing_Cobalt_Catalyst_for_Fischer_Tropsch_Synthesis_d357036a7f.pdf,non_OA/non-OA/Liu_2013_Titania_Decorated_Silicon_Carbide_Containing_Cobalt_Catalyst_for_Fischer_Tropsch_Synthesis_d357036a7f.pdf,12,1.804,1
10.1002/cssc.201300339,ec79e51c0cc94239,first_page_doi,FALSE,10.1002/cssc.201300339,10.1002/cssc.201300339,Towards Liquid Fuels from Biosyngas: Effect of Zeolite Structure in Hierarchical-Zeolite-Supported Cobalt Catalysts,Towards Liquid Fuels from Biosyngas: Effect of Zeolite Structure in Hierarchical-Zeolite-Supported Cobalt Catalysts,Towards Liquid Fuels from Biosyngas Effect of Zeolite Structure in Hierarchical Zeolite Supported Cobalt Catal,CHEMSUSCHEM,2013,"Sartipi, Sina; Alberts, Margje; Meijerink, Mark J.; Keller, Tobias C.; Perez-Ramirez, Javier; Gascon, Jorge; Kapteijn, Freek",non_OA,Wiley,PERMISSION_REQUIRED,Article,Sartipi_2013_Towards_Liquid_Fuels_from_Biosyngas_Effect_of_Zeolite_Structure_in_Hierarchical_Zeolite_Supported_Cobalt_Catal_a0e118e64b.pdf,non_OA/non-OA/Sartipi_2013_Towards_Liquid_Fuels_from_Biosyngas_Effect_of_Zeolite_Structure_in_Hierarchical_Zeolite_Supported_Cobalt_Catal_a0e118e64b.pdf,5,0.62,0.982
10.1039/c3cy00366c,7b5ef94d3c38e290,first_page_doi,FALSE,10.1039/c3cy00366c,10.1039/c3cy00366c,Trapping the catalyst working state by amber-inspired hybrid material to reveal the cobalt nanostructure evolution in clean liquid fuel synthesis,Trapping the catalyst working state by amber-inspired hybrid material to reveal the cobalt nanostructure evolution in clean liquid fuel synthesis,Trapping the catalyst working state by amber inspired hybrid material to reveal the cobalt nanostructure evolu,CATALYSIS SCIENCE & TECHNOLOGY,2013,"Zhang, Bingbing; Su, Haiquan; Gu, Xiaojun; Zhang, Yulong; Wang, Pengzhan; Li, Xuefen; Zhang, Xiaohong; Wang, Huimin; Yang, Xuzhuang; Zeng, Shanghong",non_OA,RSC,PERMISSION_REQUIRED,Article,Zhang_2013_Trapping_the_catalyst_working_state_by_amber_inspired_hybrid_material_to_reveal_the_cobalt_nanostructure_evolu_7d06184993.pdf,non_OA/non-OA/Zhang_2013_Trapping_the_catalyst_working_state_by_amber_inspired_hybrid_material_to_reveal_the_cobalt_nanostructure_evolu_7d06184993.pdf,7,2.508,0.928
10.1021/cs4006277,2909070f53653850,first_page_doi,FALSE,10.1021/cs4006277,10.1021/cs4006277,Unraveling the Role of Metal-Support Interactions in Heterogeneous Catalysis: Oxygenate Selectivity in Fischer-Tropsch Synthesis,Unraveling the Role of Metal-Support Interactions in Heterogeneous Catalysis: Oxygenate Selectivity in Fischer-Tropsch Synthesis,Unraveling the Role of Metal Support Interactions in Heterogeneous Catalysis Oxygenate Selectivity in Fischer,ACS CATALYSIS,2013,"Jenness, Glen R.; Schmidt, J. R.",non_OA,ACS,PERMISSION_REQUIRED,Article,Jenness_2013_Unraveling_the_Role_of_Metal_Support_Interactions_in_Heterogeneous_Catalysis_Oxygenate_Selectivity_in_Fischer_bf0b67540f.pdf,non_OA/non-OA/Jenness_2013_Unraveling_the_Role_of_Metal_Support_Interactions_in_Heterogeneous_Catalysis_Oxygenate_Selectivity_in_Fischer_bf0b67540f.pdf,10,1.094,0.931
10.1002/ep.11916,ecb29c0fbfffb2fd,first_page_doi,FALSE,10.1002/ep.11916,10.1002/ep.11916,A Novel Nano Fischer-Tropsch Catalyst for the Production of Hydrocarbons,A Novel Nano Fischer-Tropsch Catalyst for the Production of Hydrocarbons,A Novel Nano Fischer Tropsch Catalyst for the Production of Hydrocarbons,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,2014,"Luo, Guanqun; Kengne, Blaise-Alexis Fouetio; McIlroy, David N.; McDonald, Armando G.",non_OA,Wiley,PERMISSION_REQUIRED,Article; Proceedings Paper,Luo_2014_A_Novel_Nano_Fischer_Tropsch_Catalyst_for_the_Production_of_Hydrocarbons_3d9bf0a0d9.pdf,non_OA/non-OA/Luo_2014_A_Novel_Nano_Fischer_Tropsch_Catalyst_for_the_Production_of_Hydrocarbons_3d9bf0a0d9.pdf,6,0.412,1
10.1039/c3cs60395d,04a2b2044f66a4ba,first_page_doi,FALSE,10.1039/c3cs60395d,10.1039/c3cs60395d,A review of dry (CO2) reforming of methane over noble metal catalysts,A review of dry (CO2) reforming of methane over noble metal catalysts,A review of dry CO2 reforming of methane over noble metal catalysts,CHEMICAL SOCIETY REVIEWS,2014,"Pakhare, Devendra; Spivey, James",non_OA,RSC,PERMISSION_REQUIRED,Review,Pakhare_2014_A_review_of_dry_CO2_reforming_of_methane_over_noble_metal_catalysts_1ff85641df.pdf,non_OA/non-OA/Pakhare_2014_A_review_of_dry_CO2_reforming_of_methane_over_noble_metal_catalysts_1ff85641df.pdf,25,3.328,1
10.1007/s11244-014-0313-5,371b2dfef681e132,first_page_doi,FALSE,10.1007/s11244-014-0313-5,10.1007/s11244-014-0313-5,Applying Topological and Economical Principles in Catalyst Design: New Alumina-Cobalt Core-Shell Catalysts,Applying Topological and Economical Principles in Catalyst Design: New Alumina-Cobalt Core-Shell Catalysts,Applying Topological and Economical Principles in Catalyst Design New Alumina Cobalt Core Shell Catalysts,TOPICS IN CATALYSIS,2014,"Calderone, Vincenzo R.; Shiju, N. Raveendran; Ferre, Daniel Curulla; Rose, Amadeus; Thiessen, Johannes; Jess, Andreas; van der Roest, Els; Wiewel, Barbara V.; Rothenberg, Gadi",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article; Proceedings Paper,Calderone_2014_Applying_Topological_and_Economical_Principles_in_Catalyst_Design_New_Alumina_Cobalt_Core_Shell_Catalysts_e30e60b84c.pdf,non_OA/non-OA/Calderone_2014_Applying_Topological_and_Economical_Principles_in_Catalyst_Design_New_Alumina_Cobalt_Core_Shell_Catalysts_e30e60b84c.pdf,6,0.87,1
10.1002/wene.97,4aa472a361af9328,first_page_doi,FALSE,10.1002/wene.97,10.1002/wene.97,Biomass gasification for synthesis gas production and applications of the syngas,Biomass gasification for synthesis gas production and applications of the syngas,Biomass gasification for synthesis gas production and applications of the syngas,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,2014,"Rauch, Reinhard; Hrbek, Jitka; Hofbauer, Hermann",non_OA,Wiley,PERMISSION_REQUIRED,Review,Rauch_2014_Biomass_gasification_for_synthesis_gas_production_and_applications_of_the_syngas_7d7466c941.pdf,non_OA/non-OA/Rauch_2014_Biomass_gasification_for_synthesis_gas_production_and_applications_of_the_syngas_7d7466c941.pdf,20,0.846,1
10.1021/jp502225r,72b5af1833332fd5,first_page_doi,FALSE,10.1021/jp502225r,10.1021/jp502225r,CO Activation Pathways of Fischer-Tropsch Synthesis on χ-Fe5C2 (510): Direct versus Hydrogen-Assisted CO Dissociation,CO Activation Pathways of Fischer-Tropsch Synthesis on χ-Fe5C2 (510): Direct versus Hydrogen-Assisted CO Dissociation,CO Activation Pathways of Fischer Tropsch Synthesis on Fe5C2 510 Direct versus Hydrogen Assisted CO Dissociati,JOURNAL OF PHYSICAL CHEMISTRY C,2014,"Thanh Hai Pham; Duan, Xuezhi; Qian, Gang; Zhou, Xinggui; Chen, De",non_OA,ACS,PERMISSION_REQUIRED,Article,Thanh_Hai_Pham_2014_CO_Activation_Pathways_of_Fischer_Tropsch_Synthesis_on_Fe5C2_510_Direct_versus_Hydrogen_Assisted_CO_Dissociati_ddccb4173c.pdf,non_OA/non-OA/Thanh_Hai_Pham_2014_CO_Activation_Pathways_of_Fischer_Tropsch_Synthesis_on_Fe5C2_510_Direct_versus_Hydrogen_Assisted_CO_Dissociati_ddccb4173c.pdf,7,2.91,0.991
10.1007/s11244-013-0198-8,bae2d6ac3bf8c541,first_page_doi,FALSE,10.1007/s11244-013-0198-8,10.1007/s11244-013-0198-8,Carbon Coated Supports for Cobalt Based Fischer-Tropsch Catalysts,Carbon Coated Supports for Cobalt Based Fischer-Tropsch Catalysts,Carbon Coated Supports for Cobalt Based Fischer Tropsch Catalysts,TOPICS IN CATALYSIS,2014,"van de Loosdrecht, J.; Datt, M.; Visagie, J. L.",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,van_de_Loosdrecht_2014_Carbon_Coated_Supports_for_Cobalt_Based_Fischer_Tropsch_Catalysts_559a866e98.pdf,non_OA/non-OA/van_de_Loosdrecht_2014_Carbon_Coated_Supports_for_Cobalt_Based_Fischer_Tropsch_Catalysts_559a866e98.pdf,7,0.631,1
10.1002/chem.201403140,1e27e402cc501e4d,first_page_doi,FALSE,10.1002/chem.201403140,10.1002/chem.201403140,Carbon Monoxide-Induced Dynamic Metal-Surface Nanostructuring,Carbon Monoxide-Induced Dynamic Metal-Surface Nanostructuring,Carbon Monoxide Induced Dynamic Metal Surface Nanostructuring,CHEMISTRY-A EUROPEAN JOURNAL,2014,"Carenco, Sophie",non_OA,Wiley,PERMISSION_REQUIRED,Review,Carenco_2014_Carbon_Monoxide_Induced_Dynamic_Metal_Surface_Nanostructuring_682afc9543.pdf,non_OA/non-OA/Carenco_2014_Carbon_Monoxide_Induced_Dynamic_Metal_Surface_Nanostructuring_682afc9543.pdf,10,3.242,1
10.1021/jp504936k,023e7ee285eaa1cb,first_page_doi,FALSE,10.1021/jp504936k,10.1021/jp504936k,Co3O4@Mesoporous Silica for Fischer-Tropsch Synthesis: Core-Shell Catalysts with Multiple Core Assembly and Different Pore Diameters of Shell,Co3O4@Mesoporous Silica for Fischer-Tropsch Synthesis: Core-Shell Catalysts with Multiple Core Assembly and Different Pore Diameters of Shell,Co3O4 Mesoporous Silica for Fischer Tropsch Synthesis Core Shell Catalysts with Multiple Core Assembly and Dif,JOURNAL OF PHYSICAL CHEMISTRY C,2014,"Karandikar, Prashant R.; Lee, Yun-Jo; Kwak, Geunjae; Woo, Min Hee; Park, Seon-Ju; Park, Hae-Gu; Ha, Kyoung-Su; Jun, Ki-Won",non_OA,ACS,PERMISSION_REQUIRED,Article,Karandikar_2014_Co3O4_Mesoporous_Silica_for_Fischer_Tropsch_Synthesis_Core_Shell_Catalysts_with_Multiple_Core_Assembly_and_Dif_78ccd6560a.pdf,non_OA/non-OA/Karandikar_2014_Co3O4_Mesoporous_Silica_for_Fischer_Tropsch_Synthesis_Core_Shell_Catalysts_with_Multiple_Core_Assembly_and_Dif_78ccd6560a.pdf,11,2.036,0.928
10.1007/s11244-013-0197-9,b86a9596ba62c0a8,first_page_doi,FALSE,10.1007/s11244-013-0197-9,10.1007/s11244-013-0197-9,Cobalt Fischer-Tropsch Catalyst Deactivation Modeled Using Generalized Power Law Expressions,Cobalt Fischer-Tropsch Catalyst Deactivation Modeled Using Generalized Power Law Expressions,Cobalt Fischer Tropsch Catalyst Deactivation Modeled Using Generalized Power Law Expressions,TOPICS IN CATALYSIS,2014,"Argyle, M. D.; Frost, T. S.; Bartholomew, C. H.",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,Argyle_2014_Cobalt_Fischer_Tropsch_Catalyst_Deactivation_Modeled_Using_Generalized_Power_Law_Expressions_ab9435ae33.pdf,non_OA/non-OA/Argyle_2014_Cobalt_Fischer_Tropsch_Catalyst_Deactivation_Modeled_Using_Generalized_Power_Law_Expressions_ab9435ae33.pdf,15,0.811,1
10.1007/s11244-013-0206-z,2cbb019dd073c5d3,first_page_doi,FALSE,10.1007/s11244-013-0206-z,10.1007/s11244-013-0206-z,Cobalt Particle Size Effects in the Fischer-Tropsch Synthesis and in the Hydrogenation of CO2 Studied with Nanoparticle Model Catalysts on Silica,Cobalt Particle Size Effects in the Fischer-Tropsch Synthesis and in the Hydrogenation of CO2 Studied with Nanoparticle Model Catalysts on Silica,Cobalt Particle Size Effects in the Fischer Tropsch Synthesis and in the Hydrogenation of CO2 Studied with Nan,TOPICS IN CATALYSIS,2014,"Melaet, Gerome; Lindeman, Avery E.; Somorjai, Gabor A.",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,Melaet_2014_Cobalt_Particle_Size_Effects_in_the_Fischer_Tropsch_Synthesis_and_in_the_Hydrogenation_of_CO2_Studied_with_Nan_d1cf7faa4c.pdf,non_OA/non-OA/Melaet_2014_Cobalt_Particle_Size_Effects_in_the_Fischer_Tropsch_Synthesis_and_in_the_Hydrogenation_of_CO2_Studied_with_Nan_d1cf7faa4c.pdf,8,0.62,0.928
10.1007/s11244-013-0228-6,7e5fd018ee20568b,first_page_doi,FALSE,10.1007/s11244-013-0228-6,10.1007/s11244-013-0228-6,Contributions of Burtron H. Davis to Fischer-Tropsch Refining Catalysis: Dehydration as Applied to Processes for 1-Octene Production,Contributions of Burtron H. Davis to Fischer-Tropsch Refining Catalysis: Dehydration as Applied to Processes for 1-Octene Production,Contributions of Burtron H Davis to Fischer Tropsch Refining Catalysis Dehydration as Applied to Processes for,TOPICS IN CATALYSIS,2014,"de Klerk, Arno",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,de_Klerk_2014_Contributions_of_Burtron_H_Davis_to_Fischer_Tropsch_Refining_Catalysis_Dehydration_as_Applied_to_Processes_for_89d4d84901.pdf,non_OA/non-OA/de_Klerk_2014_Contributions_of_Burtron_H_Davis_to_Fischer_Tropsch_Refining_Catalysis_Dehydration_as_Applied_to_Processes_for_89d4d84901.pdf,8,0.466,0.928
10.1021/ja500436y,95df99f2218fcecd,first_page_doi,FALSE,10.1021/ja500436y,10.1021/ja500436y,Control and Impact of the Nanoscale Distribution of Supported Cobalt Particles Used in Fischer-Tropsch Catalysis,Control and Impact of the Nanoscale Distribution of Supported Cobalt Particles Used in Fischer-Tropsch Catalysis,Control and Impact of the Nanoscale Distribution of Supported Cobalt Particles Used in Fischer Tropsch Catalys,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2014,"Munnik, Peter; de Jongh, Petra E.; de Jong, Krijn P.",non_OA,ACS,PERMISSION_REQUIRED,Article,Munnik_2014_Control_and_Impact_of_the_Nanoscale_Distribution_of_Supported_Cobalt_Particles_Used_in_Fischer_Tropsch_Catalys_9eb400bd4f.pdf,non_OA/non-OA/Munnik_2014_Control_and_Impact_of_the_Nanoscale_Distribution_of_Supported_Cobalt_Particles_Used_in_Fischer_Tropsch_Catalys_9eb400bd4f.pdf,8,9.273,0.991
10.1021/jp503756g,c04ee3a613258c75,first_page_doi,FALSE,10.1021/jp503756g,10.1021/jp503756g,Departures from the Adsorption Energy Scaling Relations for Metal Carbide Catalysts,Departures from the Adsorption Energy Scaling Relations for Metal Carbide Catalysts,Departures from the Adsorption Energy Scaling Relations for Metal Carbide Catalysts,JOURNAL OF PHYSICAL CHEMISTRY C,2014,"Michalsky, Ronald; Zhang, Yin-Jia; Medford, Andrew J.; Peterson, Andrew A.",non_OA,ACS,PERMISSION_REQUIRED,Article,Michalsky_2014_Departures_from_the_Adsorption_Energy_Scaling_Relations_for_Metal_Carbide_Catalysts_e6e000ed28.pdf,non_OA/non-OA/Michalsky_2014_Departures_from_the_Adsorption_Energy_Scaling_Relations_for_Metal_Carbide_Catalysts_e6e000ed28.pdf,9,3.344,1
10.1021/cs500981p,daea6efbc8a2bb04,first_page_doi,FALSE,10.1021/cs500981p,10.1021/cs500981p,Direct Evidence of Surface Oxidation of Cobalt Nanoparticles in Alumina-Supported Catalysts for Fischer-Tropsch Synthesis,Direct Evidence of Surface Oxidation of Cobalt Nanoparticles in Alumina-Supported Catalysts for Fischer-Tropsch Synthesis,Direct Evidence of Surface Oxidation of Cobalt Nanoparticles in Alumina Supported Catalysts for Fischer Tropsc,ACS CATALYSIS,2014,"Lancelot, Christine; Ordomsky, Vitaly V.; Stephan, Odile; Sadeqzadeh, Majid; Karaca, Heline; Lacroix, Maxime; Curulla-Ferre, Daniel; Luck, Francis; Fongarland, Pascal; Griboval-Constant, Anne; Khodakov, Andrei Y.",non_OA,ACS,PERMISSION_REQUIRED,Article,Lancelot_2014_Direct_Evidence_of_Surface_Oxidation_of_Cobalt_Nanoparticles_in_Alumina_Supported_Catalysts_for_Fischer_Tropsc_4d235215df.pdf,non_OA/non-OA/Lancelot_2014_Direct_Evidence_of_Surface_Oxidation_of_Cobalt_Nanoparticles_in_Alumina_Supported_Catalysts_for_Fischer_Tropsc_4d235215df.pdf,6,1.16,0.955
10.1007/s11144-014-0716-0,6ceca327667fdbbb,first_page_doi,FALSE,10.1007/s11144-014-0716-0,10.1007/s11144-014-0716-0,Direct production of light olefins from syngas over potassium modified Fe-Mn catalyst,Direct production of light olefins from syngas over potassium modified Fe-Mn catalyst,Direct production of light olefins from syngas over potassium modified Fe Mn catalyst,REACTION KINETICS MECHANISMS AND CATALYSIS,2014,"Li, Jiang-Bing; Ma, Hong-Fang; Zhang, Hai-Tao; Sun, Qi-Wen; Ying, Wei-Yong; Fang, Ding-Ye",non_OA,Springer_Nature,PERMISSION_REQUIRED,Article,Li_2014_Direct_production_of_light_olefins_from_syngas_over_potassium_modified_Fe_Mn_catalyst_7cd8662a7a.pdf,non_OA/non-OA/Li_2014_Direct_production_of_light_olefins_from_syngas_over_potassium_modified_Fe_Mn_catalyst_7cd8662a7a.pdf,15,0.328,1
